SentenceID,tokenID,Word,Predicted,Gold Truth
121,5,an,O,O
121,6,irony,O,O
121,7,in,O,O
121,8,his,O,O
121,9,appearance,O,O
121,10,since,O,O
121,11,the,O,O
121,12,man,O,O
121,13,confirmed,O,O
121,14,for,O,O
121,15,the,O,O
121,16,seat,O,O
121,17,Bork,B-Loc,B-Peop
121,18,had,O,O
121,19,been,O,O
121,20,up,O,O
121,21,for,O,O
121,22,_,O,O
121,23,Anthony,O,B-Peop
121,24,M.,I-Peop,I-Peop
121,25,Kennedy,I-Peop,I-Peop
121,26,_,O,O
121,27,voted,O,O
121,28,with,O,O
121,29,the,O,O
121,30,majority,O,O
121,31,in,O,O
121,32,the,O,O
121,33,Supreme,B-Org,B-Org
121,34,Court,I-Org,I-Org
121,35,'s,O,O
121,36,5-4,O,O
121,37,ruling,O,O
121,38,that,O,O
121,39,flag,O,O
121,40,burning,O,O
121,41,is,O,O
121,42,protected,O,O
121,43,free,O,O
121,44,speech,O,O
121,45,.,O,O
122,1,(,O,O
122,2,Text,O,O
122,3,),O,O
122,4,Seoul,B-Loc,B-Loc
122,5,",",O,O
122,6,May,B-Other,B-Other
122,7,3,I-Other,I-Other
122,8,(,O,O
122,9,YONHAP,B-Org,B-Org
122,10,),O,O
122,11,--,O,O
122,12,The,O,O
122,13,European,O,B-Org
122,14,Union,I-Org,I-Org
122,15,is,O,O
122,16,poised,O,O
122,17,to,O,O
122,18,stop,O,O
122,19,granting,O,O
122,20,Generalized,B-Peop,O
122,21,System,I-Peop,O
122,22,of,O,O
122,23,Preference,I-Org,O
122,24,(,O,O
122,25,GSP,B-Org,O
122,26,),O,O
122,27,status,O,O
122,28,to,O,O
122,29,such,O,O
122,30,South,B-Org,O
122,31,Korean,I-Org,O
122,32,products,O,O
122,33,as,O,O
122,34,consumer,O,O
122,35,electronics,O,O
122,36,",",O,O
122,37,cars,O,O
122,38,",",O,O
122,39,semiconductors,O,O
122,40,and,O,O
122,41,footwear,O,O
122,42,",",O,O
122,43,indicating,O,O
122,44,the,O,O
122,45,union,O,O
122,46,no,O,O
122,47,longer,O,O
122,48,sees,O,O
122,49,Korea,B-Loc,B-Loc
122,50,as,O,O
123,1,But,O,O
123,2,Sen.,B-Org,O
123,3,Strom,I-Org,B-Peop
123,4,Thurmond,I-Peop,I-Peop
123,5,",",O,O
123,6,R-S.C.,B-Loc,O
123,7,",",O,O
123,8,sponsor,O,O
123,9,of,O,O
123,10,a,O,O
123,11,proposed,O,O
123,12,constitutional,O,O
123,13,amendment,O,O
123,14,",",O,O
123,15,said,O,O
123,16,",",O,O
123,17,`,O,O
123,18,`,O,O
123,19,An,O,O
123,20,overwhelming,O,O
123,21,majority,O,O
123,22,of,O,O
123,23,Americans,B-Loc,B-Other
123,24,are,O,O
123,25,looking,O,O
123,26,to,O,O
123,27,the,O,O
123,28,Congress,B-Loc,B-Org
123,29,to,O,O
123,30,...,O,O
123,31,restore,O,O
123,32,the,O,O
123,33,proper,O,O
123,34,civil,O,O
123,35,respect,O,O
123,36,for,O,O
123,37,our,O,O
123,38,American,O,O
123,39,flag.,O,O
123,40,',O,O
123,41,',O,O
124,1,(,O,O
124,2,Excerpts,O,O
124,3,),O,O
124,4,US,B-Org,B-Loc
124,5,President,O,O
124,6,Bill,B-Peop,B-Peop
124,7,Clinton,I-Peop,B-Peop
124,8,'s,O,O
124,9,decision,O,O
124,10,to,O,O
124,11,lift,O,O
124,12,a,O,O
124,13,long-standing,O,O
124,14,trade,O,O
124,15,embargo,O,O
124,16,against,O,O
124,17,Vietnam,B-Peop,B-Loc
124,18,had,O,O
124,19,been,O,O
124,20,expected.,O,O
124,21,(,O,O
124,22,passage,O,O
124,23,omitted,O,O
124,24,),O,O
124,25,In,O,O
124,26,his,O,O
124,27,White,B-Peop,B-Loc
124,28,House,I-Org,I-Loc
124,29,speech,O,O
124,30,",",O,O
124,31,Clinton,B-Peop,B-Peop
124,32,said,O,O
124,33,the,O,O
124,34,time,O,O
124,35,for,O,O
124,36,bitterness,O,O
124,37,was,O,O
124,38,over,O,O
124,39,and,O,O
124,40,now,O,O
124,41,was,O,O
124,42,the,O,O
124,43,time,O,O
124,44,for,O,O
124,45,a,O,O
124,46,new,O,O
124,47,beginning,O,O
124,48,between,O,O
124,49,Hanoi,B-Loc,B-Loc
124,50,and,O,O
125,1,(,O,O
125,2,Editorial,O,O
125,3,Report,O,O
125,4,),O,O
125,5,The,O,O
125,6,11,O,B-Other
125,7,April,O,I-Other
125,8,Jakarta,B-Loc,B-Loc
125,9,BISNIS,B-Org,B-Org
125,10,INDONESIA,I-Org,I-Org
125,11,in,O,O
125,12,Indonesian,O,O
125,13,on,O,O
125,14,page,O,O
125,15,5,O,O
125,16,reported,O,O
125,17,that,O,O
125,18,the,O,B-Loc
125,19,recently,O,O
125,20,established,O,O
125,21,East,B-Loc,B-Loc
125,22,Asian,I-Loc,I-Loc
125,23,Growth,I-Org,I-Loc
125,24,Area,I-Org,I-Loc
125,25,(,O,O
125,26,EAGA,B-Org,B-Loc
125,27,),O,O
125,28,encompassing,O,O
125,29,the,O,B-Loc
125,30,eastern,O,O
125,31,region,O,O
125,32,of,O,O
125,33,Indonesia,B-Loc,B-Loc
125,34,",",O,O
125,35,the,O,B-Loc
125,36,Malaysian,B-Loc,O
125,37,states,O,O
125,38,of,O,O
125,39,Sabah,B-Loc,B-Loc
125,40,and,O,O
125,41,Sarawak,B-Loc,B-Loc
125,42,",",O,O
125,43,Brunei,B-Loc,B-Loc
125,44,",",O,O
125,45,and,O,O
125,46,the,O,B-Loc
125,47,Mindanao,B-Loc,B-Loc
125,48,islands,O,I-Loc
125,49,of,O,O
125,50,the,O,B-Loc
126,1,President,B-Peop,O
126,2,Bush,I-Peop,B-Peop
126,3,announced,O,O
126,4,Tuesday,O,O
126,5,the,O,O
126,6,United,B-Loc,B-Loc
126,7,States,I-Org,I-Loc
126,8,will,O,O
126,9,provide,O,O
126,10,up,O,O
126,11,to,O,O
126,12,$50,B-Other,B-Other
126,13,million,I-Other,I-Other
126,14,in,O,O
126,15,food,O,O
126,16,aid,O,O
126,17,for,O,O
126,18,Poland,B-Loc,B-Loc
126,19,to,O,O
126,20,help,O,O
126,21,avert,O,O
126,22,shortages,O,O
126,23,in,O,O
126,24,the,O,O
126,25,country,O,O
126,26,as,O,O
126,27,it,O,O
126,28,struggles,O,O
126,29,to,O,O
126,30,reform,O,O
126,31,its,O,O
126,32,government,O,O
126,33,and,O,O
126,34,economy,O,O
126,35,.,O,O
127,1,An,O,O
127,2,urgent,O,O
127,3,call,O,O
127,4,for,O,O
127,5,international,O,O
127,6,help,O,O
127,7,to,O,O
127,8,avert,O,O
127,9,food,O,O
127,10,shortages,O,O
127,11,in,O,O
127,12,Poland,B-Loc,B-Loc
127,13,went,O,O
127,14,out,O,O
127,15,both,O,O
127,16,from,O,O
127,17,last,O,O
127,18,month,O,O
127,19,'s,O,O
127,20,Western,O,O
127,21,economic,O,O
127,22,summit,O,O
127,23,in,O,O
127,24,Paris,B-Loc,B-Loc
127,25,and,O,O
127,26,from,O,O
127,27,Monday,B-Loc,O
127,28,'s,O,O
127,29,meeting,O,O
127,30,in,O,O
127,31,Brussels,B-Loc,B-Loc
127,32,of,O,O
127,33,24,O,O
127,34,concerned,O,O
127,35,nations,O,O
127,36,chaired,O,O
127,37,by,O,O
127,38,the,O,O
127,39,European,B-Org,B-Org
127,40,Community,I-Org,I-Org
127,41,Commission,I-Org,I-Org
127,42,.,O,O
128,1,(,O,O
128,2,Text,O,O
128,3,),O,O
128,4,Seoul,B-Loc,B-Loc
128,5,",",O,O
128,6,May,B-Other,B-Other
128,7,20,I-Other,I-Other
128,8,(,O,O
128,9,YONHAP,B-Org,B-Org
128,10,),O,O
128,11,--,O,O
128,12,The,O,O
128,13,government,O,O
128,14,decided,O,O
128,15,Friday,O,O
128,16,to,O,O
128,17,consider,O,O
128,18,asking,O,O
128,19,the,O,O
128,20,United,B-Org,B-Org
128,21,National,I-Org,I-Org
128,22,Security,I-Org,I-Org
128,23,Council,I-Org,I-Org
128,24,to,O,O
128,25,take,O,O
128,26,additional,O,O
128,27,action,O,O
128,28,should,O,O
128,29,North,B-Peop,B-Loc
128,30,Korea,I-Org,I-Loc
128,31,reject,O,O
128,32,the,O,O
128,33,IAEA,B-Org,B-Org
128,34,'s,O,O
128,35,(,O,O
128,36,International,B-Org,B-Org
128,37,Atomic,I-Org,I-Org
128,38,Energy,I-Org,I-Org
128,39,Agency,I-Org,I-Org
128,40,),O,O
128,41,proposal,O,O
128,42,to,O,O
128,43,suspend,O,O
128,44,the,O,O
128,45,changing,O,O
128,46,of,O,O
128,47,fuel,O,O
128,48,rods,O,O
128,49,at,O,O
128,50,a,O,O
129,1,MIDDLETOWN,B-Loc,B-Loc
129,2,",",O,O
129,3,N.Y,B-Loc,B-Loc
129,4,.,O,I-Loc
130,1,Navy,O,B-Org
130,2,sources,O,O
130,3,said,O,O
130,4,the,O,O
130,5,Coral,B-Loc,B-Other
130,6,Sea,I-Loc,I-Other
130,7,",",O,O
130,8,on,O,O
130,9,duty,O,O
130,10,with,O,O
130,11,the,O,O
130,12,6th,O,B-Org
130,13,Fleet,O,I-Org
130,14,in,O,O
130,15,the,O,O
130,16,Mediterranean,B-Loc,B-Loc
130,17,",",O,O
130,18,left,O,O
130,19,`,O,O
130,20,`,O,O
130,21,a,O,O
130,22,few,O,O
130,23,hours,O,O
130,24,',O,O
130,25,',O,O
130,26,ahead,O,O
130,27,of,O,O
130,28,its,O,O
130,29,scheduled,O,O
130,30,departure,O,O
130,31,.,O,O
131,1,`,O,O
131,2,`,O,O
131,3,It,O,O
131,4,was,O,O
131,5,torn,O,O
131,6,to,O,O
131,7,shreds,O,O
131,8,",",O,O
131,9,',O,O
131,10,',O,O
131,11,said,O,O
131,12,Beatrice,B-Peop,B-Peop
131,13,Martinez,I-Peop,I-Peop
131,14,",",O,O
131,15,public,O,O
131,16,relations,O,O
131,17,secretary,O,O
131,18,at,O,O
131,19,the,O,O
131,20,Ontario,B-Loc,B-Loc
131,21,airport,O,I-Loc
131,22,",",O,O
131,23,about,O,O
131,24,40,B-Other,B-Other
131,25,miles,I-Other,I-Other
131,26,east,O,O
131,27,of,O,O
131,28,Los,B-Loc,B-Loc
131,29,Angeles,I-Loc,I-Loc
131,30,.,O,O
132,1,Beside,O,O
132,2,the,O,O
132,3,dispute,O,O
132,4,over,O,O
132,5,the,O,O
132,6,Gabcikovo,B-Loc,O
132,7,hydroelectric,O,O
132,8,project,O,O
132,9,itself,O,O
132,10,which,O,O
132,11,was,O,O
132,12,taken,O,O
132,13,to,O,O
132,14,the,O,O
132,15,International,B-Org,B-Org
132,16,Court,I-Org,I-Org
132,17,of,I-Org,I-Org
132,18,Justice,I-Org,I-Org
132,19,in,O,O
132,20,The,B-Loc,B-Loc
132,21,Hague,I-Loc,I-Loc
132,22,last,O,O
132,23,July,B-Loc,O
132,24,",",O,O
132,25,Bratislava,B-Loc,B-Loc
132,26,and,O,O
132,27,Budapest,B-Loc,B-Loc
132,28,are,O,O
132,29,also,O,O
132,30,in,O,O
132,31,disagreement,O,O
132,32,over,O,O
132,33,the,O,O
132,34,temporary,O,O
132,35,water,O,O
132,36,regime,O,O
132,37,on,O,O
132,38,the,O,O
132,39,Danube,B-Loc,B-Loc
132,40,to,O,O
132,41,function,O,O
132,42,until,O,O
132,43,a,O,O
132,44,verdict,O,O
132,45,is,O,O
132,46,passed,O,O
132,47,in,O,O
132,48,The,B-Loc,B-Loc
132,49,Hague,I-Loc,I-Loc
132,50,.,O,O
133,1,David,B-Peop,B-Peop
133,2,Cicippio,I-Peop,I-Peop
133,3,",",O,O
133,4,an,O,O
133,5,electronics,O,O
133,6,technician,O,O
133,7,from,O,O
133,8,North,B-Loc,B-Loc
133,9,Wales,I-Loc,I-Loc
133,10,",",O,O
133,11,Pa.,B-Loc,B-Loc
133,12,",",O,O
133,13,voiced,O,O
133,14,frustration,O,O
133,15,with,O,O
133,16,the,O,O
133,17,latest,O,O
133,18,ordeal,O,O
133,19,",",O,O
133,20,which,O,O
133,21,was,O,O
133,22,provoked,O,O
133,23,by,O,O
133,24,the,O,O
133,25,Israeli,B-Loc,O
133,26,abduction,O,O
133,27,of,O,O
133,28,a,O,O
133,29,Shiite,B-Loc,O
133,30,Moslem,I-Loc,O
133,31,cleric,O,O
133,32,",",O,O
133,33,Sheik,B-Peop,O
133,34,Abdul,I-Peop,B-Peop
133,35,Karim,I-Peop,I-Peop
133,36,Obeid,I-Peop,I-Peop
133,37,",",O,O
133,38,last,O,O
133,39,week,O,O
133,40,.,O,O
134,1,`,O,O
134,2,`,O,O
134,3,I,O,O
134,4,think,O,O
134,5,the,O,O
134,6,longer,O,O
134,7,they,O,O
134,8,talk,O,O
134,9,",",O,O
134,10,the,O,O
134,11,longer,O,O
134,12,they,O,O
134,13,delay,O,O
134,14,",",O,O
134,15,the,O,O
134,16,greater,O,O
134,17,the,O,O
134,18,chances,O,O
134,19,that,O,O
134,20,we,O,O
134,21,may,O,O
134,22,turn,O,O
134,23,this,O,O
134,24,around,O,O
134,25,and,O,O
134,26,get,O,O
134,27,them,O,O
134,28,all,O,O
134,29,home,O,O
134,30,",",O,O
134,31,',O,O
134,32,',O,O
134,33,said,O,O
134,34,Ms.,B-Peop,B-Peop
134,35,Say,I-Peop,I-Peop
134,36,in,O,O
134,37,Nashville,B-Loc,B-Loc
134,38,",",O,O
134,39,Tenn,B-Loc,B-Loc
134,40,.,O,O
135,1,Officials,O,O
135,2,of,O,O
135,3,the,O,O
135,4,Mountain,B-Org,B-Loc
135,5,Empire,I-Org,I-Loc
135,6,Unified,I-Org,I-Loc
135,7,School,I-Org,I-Loc
135,8,District,I-Org,I-Loc
135,9,in,O,O
135,10,San,B-Loc,B-Loc
135,11,Diego,I-Org,I-Loc
135,12,County,I-Org,O
135,13,canceled,O,O
135,14,classes,O,O
135,15,Thursday,B-Loc,O
135,16,",",O,O
135,17,saying,O,O
135,18,wind,O,O
135,19,made,O,O
135,20,travel,O,O
135,21,hazardous,O,O
135,22,for,O,O
135,23,school,O,O
135,24,buses,O,O
135,25,.,O,O
136,1,Joseph,B-Peop,B-Peop
136,2,Cicippio,I-Peop,I-Peop
136,3,",",O,I-Other
136,4,58,O,O
136,5,",",O,I-Other
136,6,was,O,O
136,7,acting,O,O
136,8,comptroller,O,O
136,9,at,O,O
136,10,the,O,O
136,11,American,B-Org,B-Org
136,12,University,I-Org,I-Org
136,13,of,I-Org,I-Org
136,14,Beirut,I-Org,I-Org
136,15,when,O,O
136,16,he,O,O
136,17,was,O,O
136,18,kidnapped,O,O
136,19,from,O,O
136,20,the,O,O
136,21,campus,O,O
136,22,Sept.,B-Other,B-Other
136,23,12,O,I-Other
136,24,",",O,I-Other
136,25,1986,O,I-Other
136,26,.,O,O
137,1,The,O,O
137,2,United,B-Loc,B-Loc
137,3,States,I-Loc,I-Loc
137,4,",",O,O
137,5,Britain,B-Loc,B-Loc
137,6,and,O,O
137,7,France,B-Loc,B-Loc
137,8,joined,O,O
137,9,in,O,O
137,10,vetoing,O,O
137,11,a,O,O
137,12,Security,B-Org,B-Org
137,13,Council,I-Org,I-Org
137,14,resolution,O,O
137,15,that,O,O
137,16,`,O,O
137,17,`,O,O
137,18,deplored,O,O
137,19,',O,O
137,20,',O,O
137,21,the,O,O
137,22,U.S.,B-Loc,B-Loc
137,23,Navy,I-Loc,B-Org
137,24,'s,O,O
137,25,downing,O,O
137,26,of,O,O
137,27,two,O,O
137,28,Libyan,O,O
137,29,military,O,O
137,30,jets,O,O
137,31,over,O,O
137,32,the,O,O
137,33,Mediterranean,B-Loc,B-Loc
137,34,on,O,O
137,35,Jan.,B-Other,B-Other
137,36,4,I-Other,I-Other
137,37,.,O,I-Other
138,1,The,O,O
138,2,Santa,B-Loc,B-Loc
138,3,Ana,I-Org,I-Loc
138,4,winds,O,O
138,5,_,O,O
138,6,also,O,O
138,7,called,O,O
138,8,`,O,O
138,9,`,O,O
138,10,devil,O,O
138,11,winds,O,O
138,12,',O,O
138,13,',O,O
138,14,_,O,O
138,15,are,O,O
138,16,spun,O,O
138,17,off,O,O
138,18,by,O,O
138,19,high,O,O
138,20,pressure,O,O
138,21,over,O,O
138,22,the,O,O
138,23,interior,O,O
138,24,of,O,O
138,25,the,O,O
138,26,country,O,O
138,27,",",O,O
138,28,picking,O,O
138,29,up,O,O
138,30,speed,O,O
138,31,as,O,O
138,32,they,O,O
138,33,move,O,O
138,34,from,O,O
138,35,Southern,B-Loc,B-Loc
138,36,California,I-Loc,I-Loc
138,37,'s,O,O
138,38,deserts,O,O
138,39,through,O,O
138,40,mountain,O,O
138,41,passes,O,O
138,42,and,O,O
138,43,roar,O,O
138,44,down,O,O
138,45,on,O,O
138,46,adjacent,O,O
138,47,communities,O,O
138,48,.,O,O
139,1,`,O,O
139,2,`,O,O
139,3,Please,O,O
139,4,don,O,O
139,5,'t,O,O
139,6,execute,O,O
139,7,him,O,O
139,8,",",O,O
139,9,please,O,O
139,10,",",O,O
139,11,',O,O
139,12,',O,O
139,13,said,O,O
139,14,Mrs.,B-Peop,B-Peop
139,15,Cicippio,I-Peop,I-Peop
139,16,",",O,O
139,17,who,O,O
139,18,works,O,O
139,19,at,O,O
139,20,the,O,O
139,21,American,B-Org,B-Loc
139,22,Embassy,I-Loc,I-Loc
139,23,in,O,O
139,24,east,O,O
139,25,Beirut,B-Loc,B-Loc
139,26,.,O,O
140,1,OSHA,B-Org,B-Org
140,2,had,O,O
140,3,already,O,O
140,4,filed,O,O
140,5,numerous,O,O
140,6,civil,O,O
140,7,charges,O,O
140,8,against,O,O
140,9,the,O,O
140,10,S.A.,B-Loc,B-Org
140,11,Healy,I-Org,I-Org
140,12,Co.,I-Org,I-Org
140,13,of,O,O
140,14,McCook,B-Loc,B-Loc
140,15,",",O,O
140,16,Ill.,B-Loc,B-Loc
140,17,",",O,O
140,18,the,O,O
140,19,tunnel,O,O
140,20,contractor,O,O
140,21,",",O,O
140,22,and,O,O
140,23,CH2M,B-Org,B-Org
140,24,Hill,I-Peop,I-Org
140,25,of,O,O
140,26,Corvallis,B-Loc,B-Loc
140,27,",",O,O
140,28,Ore.,B-Loc,B-Loc
140,29,",",O,O
140,30,an,O,O
140,31,engineering,O,O
140,32,firm,O,O
140,33,that,O,O
140,34,supervised,O,O
140,35,the,O,O
140,36,work,O,O
140,37,.,O,O
141,1,Treiki,B-Loc,B-Peop
141,2,disclosed,O,O
141,3,the,O,O
141,4,planned,O,O
141,5,missile,O,O
141,6,tests,O,O
141,7,during,O,O
141,8,Security,B-Org,B-Org
141,9,Council,I-Org,I-Org
141,10,debate,O,O
141,11,Tuesday,O,O
141,12,night,O,O
141,13,after,O,O
141,14,the,O,O
141,15,U.S.,B-Org,B-Loc
141,16,6th,I-Org,B-Org
141,17,Fleet,I-Org,I-Org
141,18,informed,O,O
141,19,Libyan,B-Loc,O
141,20,air,O,O
141,21,traffic,O,O
141,22,controllers,O,O
141,23,so,O,O
141,24,they,O,O
141,25,could,O,O
141,26,divert,O,O
141,27,civilian,O,O
141,28,air,O,O
141,29,traffic,O,O
141,30,.,O,O
142,1,OSHA,B-Org,B-Org
142,2,now,O,O
142,3,wants,O,O
142,4,the,O,O
142,5,civil,O,O
142,6,cases,O,O
142,7,postponed,O,O
142,8,so,O,O
142,9,the,O,O
142,10,case,O,O
142,11,can,O,O
142,12,be,O,O
142,13,reviewed,O,O
142,14,for,O,O
142,15,possible,O,O
142,16,criminal,O,O
142,17,violations,O,O
142,18,",",O,O
142,19,U.S.,B-Peop,B-Loc
142,20,Elizabeth,I-Peop,B-Peop
142,21,Dole,I-Peop,I-Peop
142,22,said,O,O
142,23,in,O,O
142,24,a,O,O
142,25,statement,O,O
142,26,Tuesday,O,O
142,27,.,O,O
143,1,Deputy,O,O
143,2,U.S.,B-Org,B-Loc
143,3,Ambassador,O,O
143,4,Herbert,B-Peop,B-Peop
143,5,S.,I-Peop,I-Peop
143,6,Okun,I-Peop,I-Peop
143,7,announced,O,O
143,8,the,O,O
143,9,cancellation,O,O
143,10,just,O,O
143,11,before,O,O
143,12,the,O,O
143,13,council,O,O
143,14,began,O,O
143,15,debate,O,O
143,16,",",O,O
143,17,and,O,O
143,18,officials,O,O
143,19,in,O,O
143,20,Washington,B-Loc,B-Loc
143,21,confirmed,O,O
143,22,it,O,O
143,23,.,O,O
144,1,Healy,O,B-Org
144,2,president,O,O
144,3,George,B-Peop,B-Peop
144,4,Malina,I-Peop,I-Peop
144,5,said,O,O
144,6,he,O,O
144,7,did,O,O
144,8,nt,O,O
144,9,know,O,O
144,10,how,O,O
144,11,any,O,O
144,12,criminal,O,O
144,13,wrongdoing,O,O
144,14,could,O,O
144,15,be,O,O
144,16,found,O,O
144,17,in,O,O
144,18,the,O,O
144,19,accident,O,O
144,20,",",O,O
144,21,which,O,O
144,22,developed,O,O
144,23,out,O,O
144,24,of,O,O
144,25,unanticipated,O,O
144,26,conditions,O,O
144,27,",",O,O
144,28,not,O,O
144,29,out,O,O
144,30,of,O,O
144,31,any,O,O
144,32,willful,O,O
144,33,acts,O,O
144,34,.,O,O
145,1,On,O,O
145,2,Friday,O,O
145,3,",",O,O
145,4,U.S.,B-Loc,B-Loc
145,5,Ambassador,O,O
145,6,Vernon,B-Peop,B-Peop
145,7,A.,I-Peop,I-Peop
145,8,Walters,I-Peop,I-Peop
145,9,displayed,O,O
145,10,photographs,O,O
145,11,of,O,O
145,12,one,O,O
145,13,Libyan,B-Loc,O
145,14,jet,O,O
145,15,showing,O,O
145,16,shapes,O,O
145,17,resembling,O,O
145,18,missile,O,O
145,19,pods,O,O
145,20,on,O,O
145,21,its,O,O
145,22,wings,O,O
145,23,and,O,O
145,24,fuselage,O,O
145,25,.,O,O
146,1,Jose,B-Peop,B-Peop
146,2,Vicente,I-Peop,I-Peop
146,3,Maldonado,I-Peop,I-Peop
146,4,",",O,O
146,5,the,O,O
146,6,Ecuadoran,O,O
146,7,minister,O,O
146,8,of,O,O
146,9,industry,O,O
146,10,",",O,O
146,11,commerce,O,O
146,12,",",O,O
146,13,and,O,O
146,14,integration,O,O
146,15,",",O,O
146,16,said,O,O
146,17,that,O,O
146,18,the,O,O
146,19,foreign,O,O
146,20,of,O,O
146,21,the,O,O
146,22,Andean,B-Org,B-Org
146,23,Group,I-Org,I-Org
146,24,(,O,O
146,25,Colombia,B-Loc,B-Loc
146,26,",",O,O
146,27,Bolivia,B-Loc,B-Loc
146,28,",",O,O
146,29,Ecuador,B-Loc,B-Loc
146,30,",",O,O
146,31,Peru,B-Loc,B-Loc
146,32,",",O,O
146,33,and,O,O
146,34,Venezuela,B-Loc,B-Loc
146,35,),O,O
146,36,",",O,O
146,37,will,O,O
146,38,study,O,O
146,39,a,O,O
146,40,new,O,O
146,41,date,O,O
146,42,for,O,O
146,43,the,O,O
146,44,summit,O,O
146,45,.,O,O
147,1,TRENTON,B-Loc,B-Loc
147,2,",",O,O
147,3,N.J,B-Loc,B-Loc
147,4,.,O,O
148,1,The,O,O
148,2,presidential,O,O
148,3,meeting,O,O
148,4,in,O,O
148,5,Cuenca,B-Loc,B-Loc
148,6,",",O,O
148,7,third,O,O
148,8,most,O,O
148,9,important,O,O
148,10,city,O,O
148,11,in,O,O
148,12,Ecuador,B-Loc,B-Loc
148,13,",",O,O
148,14,would,O,O
148,15,have,O,O
148,16,been,O,O
148,17,held,O,O
148,18,on,O,O
148,19,26,B-Other,B-Other
148,20,May,I-Other,I-Other
148,21,",",O,O
148,22,on,O,O
148,23,occasion,O,O
148,24,of,O,O
148,25,the,O,O
148,26,25th,O,O
148,27,anniversary,O,O
148,28,of,O,O
148,29,the,O,O
148,30,signing,O,O
148,31,of,O,O
148,32,the,O,O
148,33,Cartagena,B-Org,O
148,34,Agreement,I-Org,O
148,35,that,O,O
148,36,gave,O,O
148,37,birth,O,O
148,38,to,O,O
148,39,the,O,O
148,40,Andean,B-Loc,B-Org
148,41,Group,I-Loc,I-Org
148,42,.,O,O
149,1,France,B-Peop,B-Loc
149,2,'s,O,O
149,3,deputy,O,O
149,4,representative,O,O
149,5,",",O,O
149,6,M.,B-Peop,B-Peop
149,7,Pierre,I-Peop,I-Peop
149,8,Brochand,I-Peop,I-Peop
149,9,",",O,O
149,10,expressed,O,O
149,11,similar,O,O
149,12,sentiments,O,O
149,13,.,O,O
150,1,In,O,O
150,2,Washington,B-Loc,B-Loc
150,3,",",O,O
150,4,U.S,B-Org,B-Loc
150,5,officials,O,O
150,6,announced,O,O
150,7,that,O,O
150,8,the,O,O
150,9,Navy,B-Loc,B-Org
150,10,will,O,O
150,11,rotate,O,O
150,12,two,O,O
150,13,aircraft,O,B-Other
150,14,carrier,O,I-Other
150,15,battle,O,O
150,16,groups,O,O
150,17,well,O,O
150,18,away,O,O
150,19,from,O,O
150,20,Libya,B-Loc,B-Loc
150,21,as,O,O
150,22,one,O,O
150,23,replaces,O,O
150,24,the,O,O
150,25,other,O,O
150,26,.,O,O
151,1,In,O,O
151,2,the,O,O
151,3,communique,O,O
151,4,",",O,O
151,5,the,O,O
151,6,Group,B-Org,B-Org
151,7,of,O,O
151,8,Rio,I-Org,I-Org
151,9,states,O,O
151,10,that,O,O
151,11,"""",O,O
151,12,the,O,O
151,13,Haitian,O,O
151,14,crisis,O,O
151,15,can,O,O
151,16,be,O,O
151,17,resolved,O,O
151,18,only,O,O
151,19,if,O,O
151,20,unrestricted,O,O
151,21,respect,O,O
151,22,is,O,O
151,23,shown,O,O
151,24,for,O,O
151,25,the,O,O
151,26,Governor,B-Org,O
151,27,'s,O,O
151,28,Island,B-Peop,O
151,29,Agreement,I-Org,O
151,30,which,O,O
151,31,calls,O,O
151,32,for,O,O
151,33,the,O,O
151,34,prompt,O,O
151,35,return,O,O
151,36,of,O,O
151,37,Haitian,B-Org,O
151,38,President,I-Org,O
151,39,Jean,I-Org,B-Peop
151,40,Bertrand,I-Peop,I-Peop
151,41,Aristide,I-Peop,I-Peop
151,42,to,O,O
151,43,the,O,O
151,44,exercise,O,O
151,45,of,O,O
151,46,his,O,O
151,47,constitutional,O,O
151,48,powers,O,O
151,49,in,O,O
151,50,Haiti,B-Loc,B-Loc
152,1,In,O,O
152,2,a,O,O
152,3,5-1,O,O
152,4,decision,O,O
152,5,",",O,O
152,6,the,O,O
152,7,Supreme,B-Org,B-Org
152,8,Court,I-Org,I-Org
152,9,said,O,O
152,10,Roger,B-Peop,B-Peop
152,11,Mauro,I-Peop,I-Peop
152,12,and,O,O
152,13,his,O,O
152,14,wife,O,O
152,15,",",O,O
152,16,Lois,B-Peop,B-Peop
152,17,",",O,O
152,18,cannot,O,O
152,19,collect,O,O
152,20,damages,O,O
152,21,for,O,O
152,22,his,O,O
152,23,fear,O,O
152,24,that,O,O
152,25,he,O,O
152,26,may,O,O
152,27,contract,O,O
152,28,cancer,O,O
152,29,after,O,O
152,30,being,O,O
152,31,exposed,O,O
152,32,to,O,O
152,33,asbestos,O,O
152,34,fibers,O,O
152,35,while,O,O
152,36,working,O,O
152,37,as,O,O
152,38,a,O,O
152,39,plumber-steamfitter,O,O
152,40,for,O,O
152,41,more,O,O
152,42,than,O,O
152,43,a,O,O
152,44,decade,O,O
152,45,at,O,O
152,46,Ancora,B-Loc,B-Org
152,47,State,I-Org,I-Org
152,48,Psychiatric,I-Org,I-Org
152,49,Hospital,I-Org,I-Org
152,50,in,O,O
153,1,Mauro,B-Loc,B-Peop
153,2,sued,O,O
153,3,product,O,O
153,4,manufacturers,O,O
153,5,Owens-Corning,B-Org,B-Org
153,6,Fiberglass,I-Org,I-Org
153,7,of,O,O
153,8,Toledo,B-Loc,B-Loc
